train_loss,train_accuracy,val_loss,val_accuracy,model_size(MB)
1.6151703596115112,0.25469517707824707,1.3797216415405273,0.27784478664398193,13.078140258789062
1.5231577157974243,0.25911420583724976,1.3940749168395996,0.2388419806957245,25.41179656982422
1.5046837329864502,0.25640252232551575,1.4041486978530884,0.20064334571361542,60.93622589111328
1.5145477056503296,0.25469517707824707,1.3802449703216553,0.2472858875989914,303.3537826538086
1.5335839986801147,0.25087878108024597,1.3911023139953613,0.20908725261688232,13.228370666503906
1.6499642133712769,0.2586120367050171,1.3922690153121948,0.26015278697013855,25.599998474121094
1.6098076105117798,0.25349000096321106,1.4136775732040405,0.2501005232334137,61.2498779296875
1.5854133367538452,0.25579994916915894,1.3760665655136108,0.30036187171936035,304.1576232910156
1.4764859676361084,0.2566033899784088,1.3863909244537354,0.25693607330322266,13.726333618164062
1.5185195207595825,0.24927186965942383,1.3951927423477173,0.23401688039302826,26.17559814453125
1.5388320684432983,0.2526865601539612,1.3950707912445068,0.25975069403648376,13.08221435546875
1.5525307655334473,0.26112282276153564,1.3817116022109985,0.23642943799495697,25.412841796875
1.488092064857483,0.2595159113407135,1.3990838527679443,0.24929633736610413,60.936256408691406
1.5374923944473267,0.2577081322669983,1.371010661125183,0.23361480236053467,303.3538284301758
1.5927369594573975,0.25499647855758667,1.3838621377944946,0.23321270942687988,13.228416442871094
1.5593888759613037,0.24806669354438782,1.3891019821166992,0.2187374383211136,13.72442626953125
1.4818954467773438,0.24645978212356567,1.3862429857254028,0.26618415117263794,26.17578125
1.532442331314087,0.24836798012256622,1.3868401050567627,0.25492560863494873,13.08233642578125
1.5190142393112183,0.24495330452919006,1.378228783607483,0.2726176083087921,25.4129638671875
1.5250122547149658,0.2581098675727844,1.3798511028289795,0.3015681505203247,60.936378479003906
